"time","Cntrl_PI_1.s_set.signal[1]","Cntrl_PI_1.s_var.signal[1]","Cntrl_PI_2.s_set.signal[1]","Cntrl_PI_2.s_var.signal[1]","Cntrl_PI_3.s_set.signal[1]","Cntrl_PI_3.s_var.signal[1]","Cntrl_PI_4.s_set.signal[1]","Cntrl_PI_4.s_var.signal[1]","Flash_1.Q","Flash_1.fl_in.W"
224,9.4999999999999996E-001,9.4999999999999996E-001,5.0000000000000000E-001,4.9999999999958594E-001,2.8000000000000000E+001,2.8000000000020840E+001,3.0000000000000000E+000,3.0000000846167389E+000,1.0000000000000000E+003,4.0000000000000000E+001
225,9.4999999999999996E-001,9.4999999999999962E-001,5.0000000000000000E-001,4.9999999999968175E-001,2.8000000000000000E+001,2.8000000000007756E+001,3.0000000000000000E+000,3.0000000463700447E+000,1.0000000000000000E+003,4.0000000000000000E+001
226,9.4999999999999996E-001,9.5000000000000029E-001,5.0000000000000000E-001,4.9999999999976652E-001,2.8000000000000000E+001,2.8000000000002807E+001,3.0000000000000000E+000,3.0000000255550043E+000,1.0000000000000000E+003,4.0000000000000000E+001
227,9.4999999999999996E-001,9.4999999999999962E-001,5.0000000000000000E-001,4.9999999999983602E-001,2.8000000000000000E+001,2.8000000000001215E+001,3.0000000000000000E+000,3.0000000150174353E+000,1.0000000000000000E+003,4.0000000000000000E+001
228,9.4999999999999996E-001,9.5000000000000029E-001,5.0000000000000000E-001,4.9999999999989425E-001,2.8000000000000000E+001,2.8000000000000426E+001,3.0000000000000000E+000,3.0000000084238185E+000,1.0000000000000000E+003,4.0000000000000000E+001
229,9.4999999999999996E-001,9.5000000000000162E-001,5.0000000000000000E-001,4.9999999999993977E-001,2.8000000000000000E+001,2.8000000000000163E+001,3.0000000000000000E+000,3.0000000047638498E+000,1.0000000000000000E+003,4.0000000000000000E+001
230,9.4999999999999996E-001,9.5000000000000007E-001,5.0000000000000000E-001,4.9999999999997236E-001,2.8000000000000000E+001,2.8000000000000071E+001,3.0000000000000000E+000,3.0000000028464049E+000,1.0000000000000000E+003,4.0000000000000000E+001
231,9.4999999999999996E-001,9.4999999999999962E-001,5.0000000000000000E-001,4.9999999999999561E-001,2.8000000000000000E+001,2.8000000000000032E+001,3.0000000000000000E+000,3.0000000017015256E+000,1.0000000000000000E+003,4.0000000000000000E+001
232,9.4999999999999996E-001,9.4999999999999962E-001,5.0000000000000000E-001,5.0000000000001132E-001,2.8000000000000000E+001,2.8000000000000014E+001,3.0000000000000000E+000,3.0000000010161836E+000,1.0000000000000000E+003,4.0000000000000000E+001
233,9.4999999999999996E-001,9.4999999999999929E-001,5.0000000000000000E-001,5.0000000000002087E-001,2.8000000000000000E+001,2.8000000000000004E+001,3.0000000000000000E+000,3.0000000006057967E+000,1.0000000000000000E+003,4.0000000000000000E+001
234,9.4999999999999996E-001,9.5000000000000007E-001,5.0000000000000000E-001,5.0000000000002587E-001,2.8000000000000000E+001,2.8000000000000004E+001,3.0000000000000000E+000,3.0000000003603944E+000,1.0000000000000000E+003,4.0000000000000000E+001
235,9.4999999999999996E-001,9.5000000000000073E-001,5.0000000000000000E-001,5.0000000000002753E-001,2.8000000000000000E+001,2.8000000000000004E+001,3.0000000000000000E+000,3.0000000002139724E+000,1.0000000000000000E+003,4.0000000000000000E+001
236,9.4999999999999996E-001,9.5000000000000062E-001,5.0000000000000000E-001,5.0000000000002698E-001,2.8000000000000000E+001,2.8000000000000004E+001,3.0000000000000000E+000,3.0000000001268390E+000,1.0000000000000000E+003,4.0000000000000000E+001
237,9.4999999999999996E-001,9.5000000000000084E-001,5.0000000000000000E-001,5.0000000000002476E-001,2.8000000000000000E+001,2.8000000000000004E+001,3.0000000000000000E+000,3.0000000000750968E+000,1.0000000000000000E+003,4.0000000000000000E+001
238,9.4999999999999996E-001,9.5000000000000107E-001,5.0000000000000000E-001,5.0000000000002187E-001,2.8000000000000000E+001,2.8000000000000004E+001,3.0000000000000000E+000,3.0000000000444391E+000,1.0000000000000000E+003,4.0000000000000000E+001
239,9.4999999999999996E-001,9.4999999999999951E-001,5.0000000000000000E-001,5.0000000000001854E-001,2.8000000000000000E+001,2.8000000000000000E+001,3.0000000000000000E+000,3.0000000000262843E+000,1.0000000000000000E+003,4.0000000000000000E+001
240,9.4999999999999996E-001,9.4999999999999873E-001,5.0000000000000000E-001,5.0000000000001521E-001,2.8000000000000000E+001,2.7999999999999996E+001,3.0000000000000000E+000,3.0000000000155351E+000,1.0000000000000000E+003,4.0000000000000000E+001
241,9.4999999999999996E-001,9.5000000000000073E-001,5.0000000000000000E-001,5.0000000000001210E-001,2.8000000000000000E+001,2.8000000000000004E+001,3.0000000000000000E+000,3.0000000000092033E+000,1.0000000000000000E+003,4.0000000000000000E+001
242,9.4999999999999996E-001,9.5000000000000073E-001,5.0000000000000000E-001,5.0000000000000921E-001,2.8000000000000000E+001,2.8000000000000004E+001,3.0000000000000000E+000,3.0000000000054698E+000,1.0000000000000000E+003,4.0000000000000000E+001
243,9.4999999999999996E-001,9.4999999999999996E-001,5.0000000000000000E-001,5.0000000000000688E-001,2.8000000000000000E+001,2.8000000000000000E+001,3.0000000000000000E+000,3.0000000000032352E+000,1.0000000000000000E+003,4.0000000000000000E+001
244,9.4999999999999996E-001,9.5000000000000095E-001,5.0000000000000000E-001,5.0000000000000477E-001,2.8000000000000000E+001,2.8000000000000004E+001,3.0000000000000000E+000,3.0000000000019229E+000,1.0000000000000000E+003,4.0000000000000000E+001
245,9.4999999999999996E-001,9.5000000000000007E-001,5.0000000000000000E-001,5.0000000000000311E-001,2.8000000000000000E+001,2.8000000000000000E+001,3.0000000000000000E+000,3.0000000000011426E+000,1.0000000000000000E+003,4.0000000000000000E+001
246,9.4999999999999996E-001,9.4999999999999984E-001,5.0000000000000000E-001,5.0000000000000178E-001,2.8000000000000000E+001,2.8000000000000000E+001,3.0000000000000000E+000,3.0000000000006777E+000,1.0000000000000000E+003,4.0000000000000000E+001
247,9.4999999999999996E-001,9.5000000000000051E-001,5.0000000000000000E-001,5.0000000000000089E-001,2.8000000000000000E+001,2.8000000000000004E+001,3.0000000000000000E+000,3.0000000000003912E+000,1.0000000000000000E+003,4.0000000000000000E+001
248,9.4999999999999996E-001,9.4999999999999996E-001,5.0000000000000000E-001,5.0000000000000011E-001,2.8000000000000000E+001,2.8000000000000000E+001,3.0000000000000000E+000,3.0000000000002305E+000,1.0000000000000000E+003,4.0000000000000000E+001
249,9.4999999999999996E-001,9.5000000000000051E-001,5.0000000000000000E-001,4.9999999999999972E-001,2.8000000000000000E+001,2.8000000000000000E+001,3.0000000000000000E+000,3.0000000000001368E+000,1.0000000000000000E+003,4.0000000000000000E+001
250,9.4999999999999996E-001,9.5000000000000073E-001,5.0000000000000000E-001,4.9999999999999944E-001,2.8000000000000000E+001,2.8000000000000000E+001,3.0000000000000000E+000,3.0000000000000928E+000,1.0000000000000000E+003,4.0000000000000000E+001
251,9.4999999999999996E-001,9.5000000000000018E-001,5.0000000000000000E-001,4.9999999999999906E-001,2.8000000000000000E+001,2.8000000000000000E+001,3.0000000000000000E+000,3.0000000000000617E+000,1.0000000000000000E+003,4.0000000000000000E+001
252,9.4999999999999996E-001,9.4999999999999796E-001,5.0000000000000000E-001,4.9999999999999906E-001,2.8000000000000000E+001,2.7999999999999993E+001,3.5000000000000000E+000,3.2916687703074685E+000,1.0000000000000000E+003,4.0000000000000000E+001
253,9.4999999999999996E-001,9.5000000000000073E-001,5.0000000000000000E-001,4.9999999999999906E-001,2.8000000000000000E+001,2.8000000000000000E+001,3.5000000000000000E+000,3.4552686004877287E+000,1.0000000000000000E+003,4.0000000000000000E+001
254,9.4999999999999996E-001,9.5000000000000040E-001,5.0000000000000000E-001,4.9999999999999906E-001,2.8000000000000000E+001,2.8000000000000004E+001,3.5000000000000000E+000,3.5180805694474766E+000,1.0000000000000000E+003,4.0000000000000000E+001
255,9.4999999999999996E-001,9.5000000000000107E-001,5.0000000000000000E-001,4.9999999999999922E-001,2.8000000000000000E+001,2.8000000000000004E+001,3.5000000000000000E+000,3.5274778837856129E+000,1.0000000000000000E+003,4.0000000000000000E+001
256,9.4999999999999996E-001,9.5000000000000084E-001,5.0000000000000000E-001,4.9999999999999922E-001,2.8000000000000000E+001,2.8000000000000004E+001,3.5000000000000000E+000,3.5188097226970041E+000,1.0000000000000000E+003,4.0000000000000000E+001
257,9.4999999999999996E-001,9.5000000000000084E-001,5.0000000000000000E-001,4.9999999999999922E-001,2.8000000000000000E+001,2.8000000000000000E+001,3.5000000000000000E+000,3.5089678966661646E+000,1.0000000000000000E+003,4.0000000000000000E+001
258,9.4999999999999996E-001,9.5000000000000084E-001,5.0000000000000000E-001,4.9999999999999928E-001,2.8000000000000000E+001,2.8000000000000004E+001,3.5000000000000000E+000,3.5028080917205751E+000,1.0000000000000000E+003,4.0000000000000000E+001
259,9.4999999999999996E-001,9.5000000000000084E-001,5.0000000000000000E-001,4.9999999999999928E-001,2.8000000000000000E+001,2.8000000000000000E+001,3.5000000000000000E+000,3.5000886931796762E+000,1.0000000000000000E+003,4.0000000000000000E+001
260,9.4999999999999996E-001,9.5000000000000051E-001,5.0000000000000000E-001,4.9999999999999956E-001,2.8000000000000000E+001,2.8000000000000004E+001,3.5000000000000000E+000,3.4993529175029421E+000,1.0000000000000000E+003,4.0000000000000000E+001
261,9.4999999999999996E-001,9.5000000000000040E-001,5.0000000000000000E-001,4.9999999999999972E-001,2.8000000000000000E+001,2.8000000000000004E+001,3.5000000000000000E+000,3.4994214646209869E+000,1.0000000000000000E+003,4.0000000000000000E+001
262,9.4999999999999996E-001,9.5000000000000029E-001,5.0000000000000000E-001,4.9999999999999994E-001,2.8000000000000000E+001,2.8000000000000000E+001,3.5000000000000000E+000,3.4996736011701026E+000,1.0000000000000000E+003,4.0000000000000000E+001
263,9.4999999999999996E-001,9.5000000000000084E-001,5.0000000000000000E-001,5.0000000000000000E-001,2.8000000000000000E+001,2.8000000000000004E+001,3.5000000000000000E+000,3.4998717622325199E+000,1.0000000000000000E+003,4.0000000000000000E+001
264,9.4999999999999996E-001,9.4999999999999774E-001,5.0000000000000000E-001,5.0000000000000011E-001,2.8000000000000000E+001,2.7999999999999996E+001,3.5000000000000000E+000,3.4999760659013752E+000,1.0000000000000000E+003,4.0000000000000000E+001
265,9.4999999999999996E-001,9.5000000000000062E-001,5.0000000000000000E-001,5.0000000000000011E-001,2.8000000000000000E+001,2.8000000000000004E+001,3.5000000000000000E+000,3.5000134058097712E+000,1.0000000000000000E+003,4.0000000000000000E+001
266,9.4999999999999996E-001,9.4999999999999840E-001,5.0000000000000000E-001,5.0000000000000022E-001,2.8000000000000000E+001,2.7999999999999993E+001,3.5000000000000000E+000,3.5000177760135132E+000,1.0000000000000000E+003,4.0000000000000000E+001
267,9.4999999999999996E-001,9.5000000000000062E-001,5.0000000000000000E-001,5.0000000000000022E-001,2.8000000000000000E+001,2.8000000000000000E+001,3.5000000000000000E+000,3.5000116516919180E+000,1.0000000000000000E+003,4.0000000000000000E+001
268,9.4999999999999996E-001,9.5000000000000040E-001,5.0000000000000000E-001,5.0000000000000022E-001,2.8000000000000000E+001,2.8000000000000000E+001,3.5000000000000000E+000,3.5000052640334749E+000,1.0000000000000000E+003,4.0000000000000000E+001
269,9.4999999999999996E-001,9.5000000000000018E-001,5.0000000000000000E-001,5.0000000000000022E-001,2.8000000000000000E+001,2.8000000000000014E+001,3.5000000000000000E+000,3.5000014222071711E+000,1.0000000000000000E+003,4.0000000000000000E+001
270,9.4999999999999996E-001,9.5000000000000040E-001,5.0000000000000000E-001,5.0000000000000000E-001,2.8000000000000000E+001,2.8000000000000007E+001,3.5000000000000000E+000,3.4999998255470808E+000,1.0000000000000000E+003,4.0000000000000000E+001
271,9.4999999999999996E-001,9.5000000000000051E-001,5.0000000000000000E-001,5.0000000000000000E-001,2.8000000000000000E+001,2.7999999999999993E+001,3.5000000000000000E+000,3.4999994754099402E+000,1.0000000000000000E+003,4.0000000000000000E+001
272,9.4999999999999996E-001,9.5000000000000018E-001,5.0000000000000000E-001,5.0000000000000022E-001,2.8000000000000000E+001,2.8000000000000018E+001,3.5000000000000000E+000,3.4999995977507865E+000,1.0000000000000000E+003,4.0000000000000000E+001
273,9.4999999999999996E-001,9.4999999999999996E-001,5.0000000000000000E-001,5.0000000000000011E-001,2.8000000000000000E+001,2.8000000000000000E+001,3.5000000000000000E+000,3.4999997947486361E+000,1.0000000000000000E+003,4.0000000000000000E+001
274,9.4999999999999996E-001,9.4999999999999918E-001,5.0000000000000000E-001,5.0000000000000011E-001,2.8000000000000000E+001,2.7999999999999957E+001,3.5000000000000000E+000,3.4999999307996559E+000,1.0000000000000000E+003,4.0000000000000000E+001
275,9.4999999999999996E-001,9.4999999999999896E-001,5.0000000000000000E-001,5.0000000000000011E-001,2.8000000000000000E+001,2.7999999999999996E+001,3.5000000000000000E+000,3.4999999880286468E+000,1.0000000000000000E+003,4.0000000000000000E+001
276,9.4999999999999996E-001,9.4999999999999907E-001,5.0000000000000000E-001,5.0000000000000011E-001,2.8000000000000000E+001,2.8000000000000000E+001,3.5000000000000000E+000,3.5000000077689695E+000,1.0000000000000000E+003,4.0000000000000000E+001
277,9.4999999999999996E-001,9.5000000000000051E-001,5.0000000000000000E-001,5.0000000000000011E-001,2.8000000000000000E+001,2.8000000000000004E+001,3.5000000000000000E+000,3.5000000105376374E+000,1.0000000000000000E+003,4.0000000000000000E+001
278,9.4999999999999996E-001,9.5000000000000051E-001,5.0000000000000000E-001,5.0000000000000011E-001,2.8000000000000000E+001,2.8000000000000000E+001,3.5000000000000000E+000,3.5000000077175581E+000,1.0000000000000000E+003,4.0000000000000000E+001
279,9.4999999999999996E-001,9.4999999999999929E-001,5.0000000000000000E-001,5.0000000000000011E-001,2.8000000000000000E+001,2.7999999999999996E+001,3.5000000000000000E+000,3.5000000043243555E+000,1.0000000000000000E+003,4.0000000000000000E+001
280,9.4999999999999996E-001,9.4999999999999929E-001,5.0000000000000000E-001,5.0000000000000011E-001,2.8000000000000000E+001,2.7999999999999996E+001,3.5000000000000000E+000,3.5000000019264639E+000,1.0000000000000000E+003,4.0000000000000000E+001
281,9.4999999999999996E-001,9.5000000000000040E-001,5.0000000000000000E-001,5.0000000000000011E-001,2.8000000000000000E+001,2.8000000000000000E+001,3.5000000000000000E+000,3.5000000006154863E+000,1.0000000000000000E+003,4.0000000000000000E+001
282,9.4999999999999996E-001,9.5000000000000051E-001,5.0000000000000000E-001,5.0000000000000011E-001,2.8000000000000000E+001,2.8000000000000004E+001,3.5000000000000000E+000,3.5000000000474087E+000,1.0000000000000000E+003,4.0000000000000000E+001
283,9.4999999999999996E-001,9.5000000000000062E-001,5.0000000000000000E-001,5.0000000000000011E-001,2.8000000000000000E+001,2.8000000000000000E+001,3.5000000000000000E+000,3.4999999998757181E+000,1.0000000000000000E+003,4.0000000000000000E+001
284,9.4999999999999996E-001,9.5000000000000018E-001,5.0000000000000000E-001,5.0000000000000011E-001,2.8000000000000000E+001,2.8000000000000000E+001,3.5000000000000000E+000,3.4999999998708988E+000,1.0000000000000000E+003,4.0000000000000000E+001
285,9.4999999999999996E-001,9.5000000000000018E-001,5.0000000000000000E-001,5.0000000000000011E-001,2.8000000000000000E+001,2.8000000000000000E+001,3.5000000000000000E+000,3.4999999999134230E+000,1.0000000000000000E+003,4.0000000000000000E+001
286,9.4999999999999996E-001,9.5000000000000062E-001,5.0000000000000000E-001,5.0000000000000011E-001,2.8000000000000000E+001,2.8000000000000000E+001,3.5000000000000000E+000,3.4999999999544706E+000,1.0000000000000000E+003,4.0000000000000000E+001
287,9.4999999999999996E-001,9.4999999999999907E-001,5.0000000000000000E-001,5.0000000000000011E-001,2.8000000000000000E+001,2.7999999999999996E+001,3.5000000000000000E+000,3.4999999999811644E+000,1.0000000000000000E+003,4.0000000000000000E+001
288,9.4999999999999996E-001,9.4999999999999907E-001,5.0000000000000000E-001,5.0000000000000011E-001,2.8000000000000000E+001,2.7999999999999996E+001,3.5000000000000000E+000,3.4999999999948663E+000,1.0000000000000000E+003,4.0000000000000000E+001
289,9.4999999999999996E-001,9.4999999999999907E-001,5.0000000000000000E-001,5.0000000000000011E-001,2.8000000000000000E+001,2.7999999999999996E+001,3.5000000000000000E+000,3.5000000000003553E+000,1.0000000000000000E+003,4.0000000000000000E+001
290,9.4999999999999996E-001,9.5000000000000051E-001,5.0000000000000000E-001,5.0000000000000011E-001,2.8000000000000000E+001,2.8000000000000000E+001,3.5000000000000000E+000,3.5000000000017515E+000,1.0000000000000000E+003,4.0000000000000000E+001
291,9.4999999999999996E-001,9.5000000000000051E-001,5.0000000000000000E-001,5.0000000000000011E-001,2.8000000000000000E+001,2.8000000000000000E+001,3.5000000000000000E+000,3.5000000000015445E+000,1.0000000000000000E+003,4.0000000000000000E+001
292,9.4999999999999996E-001,9.5000000000000018E-001,5.0000000000000000E-001,5.0000000000000011E-001,2.8000000000000000E+001,2.8000000000000000E+001,3.5000000000000000E+000,3.5000000000009654E+000,1.0000000000000000E+003,4.0000000000000000E+001
293,9.4999999999999996E-001,9.4999999999999996E-001,5.0000000000000000E-001,5.0000000000000011E-001,2.8000000000000000E+001,2.8000000000000000E+001,3.5000000000000000E+000,3.5000000000004721E+000,1.0000000000000000E+003,4.0000000000000000E+001
294,9.4999999999999996E-001,9.5000000000000018E-001,5.0000000000000000E-001,5.0000000000000011E-001,2.8000000000000000E+001,2.8000000000000000E+001,3.5000000000000000E+000,3.5000000000001847E+000,1.0000000000000000E+003,4.0000000000000000E+001
295,9.4999999999999996E-001,9.5000000000000007E-001,5.0000000000000000E-001,5.0000000000000011E-001,2.8000000000000000E+001,2.8000000000000000E+001,3.5000000000000000E+000,3.5000000000000369E+000,1.0000000000000000E+003,4.0000000000000000E+001
296,9.4999999999999996E-001,9.5000000000000018E-001,5.0000000000000000E-001,5.0000000000000011E-001,2.8000000000000000E+001,2.8000000000000000E+001,3.5000000000000000E+000,3.4999999999999911E+000,1.0000000000000000E+003,4.0000000000000000E+001
297,9.4999999999999996E-001,9.5000000000000062E-001,5.0000000000000000E-001,5.0000000000000011E-001,2.8000000000000000E+001,2.8000000000000000E+001,3.5000000000000000E+000,3.4999999999999813E+000,1.0000000000000000E+003,4.0000000000000000E+001
298,9.4999999999999996E-001,9.4999999999999907E-001,5.0000000000000000E-001,5.0000000000000011E-001,2.8000000000000000E+001,2.7999999999999996E+001,3.5000000000000000E+000,3.4999999999999738E+000,1.0000000000000000E+003,4.0000000000000000E+001
299,9.4999999999999996E-001,9.4999999999999907E-001,5.0000000000000000E-001,5.0000000000000011E-001,2.8000000000000000E+001,2.8000000000000000E+001,3.5000000000000000E+000,3.4999999999999751E+000,1.0000000000000000E+003,4.0000000000000000E+001
300,9.4999999999999996E-001,9.4999999999999907E-001,5.0000000000000000E-001,5.0000000000000011E-001,2.8000000000000000E+001,2.7999999999999996E+001,3.5000000000000000E+000,3.4999999999999765E+000,1.0000000000000000E+003,4.0000000000000000E+001
