"time","J1_w","J2_w","J3_w","J4_w"
1.015,2.9888754783517877E+000,2.9469377438266524E+000,2.9469377438266529E+000,1.1499999999999806E+000
1.018,2.9949513815456141E+000,2.9362875744247003E+000,2.9362875744247008E+000,1.1799999999999757E+000
1.021,3.0033367608338781E+000,2.9255831772333969E+000,2.9255831772333973E+000,1.2099999999999724E+000
1.024,3.0141760284923729E+000,2.9148246509460010E+000,2.9148246509460014E+000,1.2399999999999693E+000
1.027,3.0272321586314197E+000,2.9040118913238140E+000,2.9040118913238144E+000,1.2699999999999676E+000
1.03,3.0422764592394813E+000,2.8931448135987550E+000,2.8931448135987554E+000,1.2999999999999652E+000
1.033,3.0590913472091295E+000,2.8822233516356071E+000,2.8822233516356075E+000,1.3299999999999628E+000
1.036,3.0774436300521262E+000,2.8712474434574693E+000,2.8712474434574697E+000,1.3599999999999590E+000
1.039,3.0970886263678032E+000,2.8602170285435533E+000,2.8602170285435538E+000,1.3899999999999557E+000
1.042,3.1178395868671003E+000,2.8491320647970362E+000,2.8491320647970366E+000,1.4199999999999526E+000
1.045,3.1394181520234556E+000,2.8379924893611195E+000,2.8379924893611199E+000,1.4499999999999498E+000
1.048,3.1615760731932250E+000,2.8267982500442592E+000,2.8267982500442597E+000,1.4799999999999467E+000
1.051,3.1840377085968936E+000,2.8155492886541094E+000,2.8155492886541098E+000,1.5099999999999432E+000
1.054,3.2065326614035117E+000,2.8042455516946818E+000,2.8042455516946823E+000,1.5399999999999399E+000
1.057,3.2287902098889227E+000,2.7928869838604808E+000,2.7928869838604813E+000,1.5699999999999363E+000
1.06,3.2505605019836947E+000,2.7814735378695437E+000,2.7814735378695441E+000,1.5999999999999328E+000
1.063,3.2715722039339230E+000,2.7700051580260587E+000,2.7700051580260592E+000,1.6299999999999297E+000
1.066,3.2915674687489913E+000,2.7584817919552540E+000,2.7584817919552544E+000,1.6599999999999264E+000
1.069,3.3103518133079515E+000,2.7469033968557084E+000,2.7469033968557088E+000,1.6899999999999231E+000
1.072,3.3276519891349112E+000,2.7352699180257121E+000,2.7352699180257125E+000,1.7199999999999196E+000
1.075,3.3432541388344474E+000,2.7235813073022399E+000,2.7235813073022404E+000,1.7499999999999163E+000
1.078,3.3570229024169662E+000,2.7118375227970706E+000,2.7118375227970710E+000,1.7799999999999130E+000
1.081,3.3687027974273800E+000,2.7000385130198179E+000,2.7000385130198183E+000,1.8099999999999099E+000
1.084,3.3781581792713333E+000,2.6881842337236010E+000,2.6881842337236015E+000,1.8399999999999062E+000
1.087,3.3853041297974062E+000,2.6762746432148070E+000,2.6762746432148075E+000,1.8699999999999029E+000
1.09,3.3899245035193841E+000,2.6643096931946180E+000,2.6643096931946184E+000,1.8999999999998998E+000
1.093,3.3919934828286817E+000,2.6522893432014891E+000,2.6522893432014896E+000,1.9299999999998958E+000
1.096,3.3914582103818089E+000,2.6402135517473897E+000,2.6402135517473901E+000,1.9599999999998927E+000
1.099,3.3881647900728127E+000,2.6280822735086327E+000,2.6280822735086331E+000,1.9899999999998896E+000
1.102,3.3822194082776376E+000,2.6158954719773835E+000,2.6158954719773839E+000,2.0199999999998863E+000
1.105,3.3735793823306777E+000,2.6036531057327781E+000,2.6036531057327785E+000,2.0499999999998826E+000
1.108,3.3621731153726810E+000,2.5913551323997188E+000,2.5913551323997193E+000,2.0799999999998793E+000
1.111,3.3482464045746632E+000,2.5790015196999132E+000,2.5790015196999136E+000,2.1099999999998760E+000
1.114,3.3317483636762444E+000,2.5665922259566827E+000,2.5665922259566831E+000,2.1399999999998727E+000
1.117,3.3127272523249571E+000,2.5541272126624577E+000,2.5541272126624581E+000,2.1699999999998689E+000
1.12,3.2914854193345193E+000,2.5416064496477651E+000,2.5416064496477655E+000,2.1999999999998661E+000
1.123,3.2680278589506946E+000,2.5290298969760898E+000,2.5290298969760903E+000,2.2299999999998623E+000
1.126,3.2425162877696132E+000,2.5163975201816475E+000,2.5163975201816480E+000,2.2599999999998603E+000
1.129,3.2153016150438414E+000,2.5037092919851274E+000,2.5037092919851278E+000,2.2899999999998570E+000
1.132,3.1864708120370868E+000,2.4909651750815467E+000,2.4909651750815471E+000,2.3199999999998537E+000
1.135,3.1562017174644570E+000,2.4781651356175183E+000,2.4781651356175187E+000,2.3499999999998500E+000
1.138,3.1246742046622993E+000,2.4653091398169411E+000,2.4653091398169416E+000,2.3799999999998471E+000
1.141,3.0922607136919718E+000,2.4523971647793030E+000,2.4523971647793035E+000,2.4099999999998447E+000
1.144,3.0591709716637951E+000,2.4396194260970607E+000,2.4396194260970612E+000,2.4396194260970621E+000
1.147,3.0255291676299940E+000,2.4409333481947768E+000,2.4409333481947773E+000,2.4409333481947781E+000
1.15,2.9918374442713196E+000,2.4422117575627373E+000,2.4422117575627378E+000,2.4422117575627387E+000
1.153,2.9583106939872659E+000,2.4434533291807581E+000,2.4434533291807585E+000,2.4434533291807594E+000
1.156,2.9252329020841823E+000,2.4446579583424435E+000,2.4446579583424439E+000,2.4446579583424448E+000
1.159,2.8927364534091549E+000,2.4458254386861906E+000,2.4458254386861911E+000,2.4458254386861920E+000
1.162,2.8612151721659571E+000,2.4469555209329643E+000,2.4469555209329648E+000,2.4469555209329652E+000
1.165,2.8308144119891883E+000,2.4480482225714355E+000,2.4480482225714360E+000,2.4480482225714364E+000
1.168,2.8017523046125858E+000,2.4491034738013240E+000,2.4491034738013244E+000,2.4491034738013249E+000
1.171,2.7744122248988838E+000,2.4501212293435493E+000,2.4501212293435497E+000,2.4501212293435501E+000
1.174,2.7488304776712398E+000,2.4511014918113343E+000,2.4511014918113347E+000,2.4511014918113352E+000
1.177,2.7252941768191361E+000,2.4520442320890763E+000,2.4520442320890767E+000,2.4520442320890772E+000
1.18,2.7040072377855400E+000,2.4529494343634859E+000,2.4529494343634863E+000,2.4529494343634868E+000
1.183,2.6850535255590491E+000,2.4538170914335047E+000,2.4538170914335051E+000,2.4538170914335056E+000
1.186,2.6686704022722481E+000,2.4546471828210610E+000,2.4546471828210614E+000,2.4546471828210619E+000
1.189,2.6549204099082999E+000,2.4554397013796723E+000,2.4554397013796727E+000,2.4554397013796732E+000
1.192,2.6439054031829845E+000,2.4561946368923344E+000,2.4561946368923349E+000,2.4561946368923353E+000
1.195,2.6357554249857538E+000,2.4569119713738163E+000,2.4569119713738168E+000,2.4569119713738172E+000
1.198,2.6304639018747915E+000,2.4575917026680481E+000,2.4575917026680485E+000,2.4575917026680489E+000
1.201,2.6280925167183691E+000,2.4582338176136527E+000,2.4582338176136531E+000,2.4582338176136536E+000
1.204,2.6286330262815172E+000,2.4588383052524008E+000,2.4588383052524012E+000,2.4588383052524017E+000
1.207,2.6320447411020291E+000,2.4594051575560800E+000,2.4594051575560805E+000,2.4594051575560809E+000
1.21,2.6381944651689295E+000,2.4599343523650696E+000,2.4599343523650701E+000,2.4599343523650705E+000
1.213,2.6471617420292870E+000,2.4604259039373750E+000,2.4604259039373755E+000,2.4604259039373759E+000
1.216,2.6589129260287772E+000,2.4608798096198417E+000,2.4608798096198421E+000,2.4608798096198425E+000
1.219,2.6732419636590548E+000,2.4612960531639487E+000,2.4612960531639492E+000,2.4612960531639496E+000
1.222,2.6900033042435587E+000,2.4616746286398383E+000,2.4616746286398388E+000,2.4616746286398392E+000
1.225,2.7090634688363617E+000,2.4620155310078604E+000,2.4620155310078609E+000,2.4620155310078613E+000
1.228,2.7302390952908926E+000,2.4623187545945830E+000,2.4623187545945835E+000,2.4623187545945839E+000
1.231,2.7532779094607935E+000,2.4625842938434523E+000,2.4625842938434528E+000,2.4625842938434532E+000
1.234,2.7780201912714291E+000,2.4628121462897550E+000,2.4628121462897554E+000,2.4628121462897559E+000
1.237,2.8042515536276009E+000,2.4630023085664203E+000,2.4630023085664208E+000,2.4630023085664212E+000
1.24,2.8317125763007316E+000,2.4631547775419018E+000,2.4631547775419023E+000,2.4631547775419027E+000
1.243,2.8601051230200687E+000,2.4632695507852467E+000,2.4632695507852471E+000,2.4632695507852476E+000
1.246,2.8892485157730490E+000,2.4633466274584661E+000,2.4633466274584666E+000,2.4633466274584670E+000
1.249,2.9188200824061750E+000,2.4633860059501074E+000,2.4633860059501078E+000,2.4633860059501083E+000
1.252,2.9487149767215719E+000,2.4633915957409886E+000,2.4633915957409891E+000,2.4633915957409895E+000
1.255,2.9784282765052290E+000,2.4633915957409886E+000,2.4633915957409891E+000,2.4633915957409895E+000
1.258,3.0076646143335450E+000,2.4633915957409891E+000,2.4633915957409895E+000,2.4633915957409900E+000
1.261,3.0362023142956107E+000,2.4633915957409891E+000,2.4633915957409895E+000,2.4633915957409900E+000
1.264,3.0637771804948000E+000,2.4633915957409891E+000,2.4633915957409895E+000,2.4633915957409900E+000
1.267,3.0901141899840607E+000,2.4633915957409891E+000,2.4633915957409895E+000,2.4633915957409900E+000
1.27,3.1150955349098344E+000,2.4633915957409891E+000,2.4633915957409895E+000,2.4633915957409900E+000
1.273,3.1384167075625293E+000,2.4633915957409891E+000,2.4633915957409895E+000,2.4633915957409900E+000
1.276,3.1599293724504793E+000,2.4633915957409895E+000,2.4633915957409900E+000,2.4633915957409904E+000
1.279,3.1794096740931290E+000,2.4633915957409895E+000,2.4633915957409900E+000,2.4633915957409904E+000
1.282,3.1966674751039910E+000,2.4633915957409900E+000,2.4633915957409904E+000,2.4633915957409909E+000
1.285,3.2115788652303698E+000,2.4633915957409895E+000,2.4633915957409900E+000,2.4633915957409904E+000
1.288,3.2239513071797692E+000,2.4633915957409895E+000,2.4633915957409900E+000,2.4633915957409904E+000
