"time","J1_w","J2_w","J3_w","J4_w"
0.891,3.5754289075537442E+000,3.5230634058542005E+000,3.5240422698235969E+000,2.2204460492503131E-014
0.894,3.5698200300276750E+000,3.5295969657902382E+000,3.5305758297596346E+000,2.2204460492503131E-014
0.897,3.5615462979167445E+000,3.5360795769116540E+000,3.5370584408810504E+000,2.2204460492503131E-014
0.9,3.5505662534869202E+000,3.5425111470861954E+000,3.5434900110555918E+000,2.1760371282653068E-014
0.903,3.5368633650592081E+000,3.5338915849070140E+000,3.5348704488764104E+000,3.0000000000021565E-002
0.906,3.5223638209593719E+000,3.5242619768973169E+000,3.5252408408667133E+000,6.0000000000021814E-002
0.909,3.5101831061488813E+000,3.5120812620868262E+000,3.5130601260562226E+000,9.0000000000021618E-002
0.912,3.4970939527466829E+000,3.4989921086846278E+000,3.4999709726540242E+000,1.2000000000002187E-001
0.915,3.4831237802970678E+000,3.4850219362350128E+000,3.4860008002044092E+000,1.5000000000002212E-001
0.918,3.4683078283317621E+000,3.4702059842697071E+000,3.4711848482391034E+000,1.8000000000002192E-001
0.921,3.4526888435813499E+000,3.4545869995192948E+000,3.4555658634886912E+000,2.1000000000002172E-001
0.924,3.4363167005522652E+000,3.4382148564902102E+000,3.4391937204596066E+000,2.4000000000002153E-001
0.927,3.4192479588371429E+000,3.4211461147750879E+000,3.4221249787444843E+000,2.7000000000002178E-001
0.93,3.4015453610878699E+000,3.4034435170258148E+000,3.4044223809952112E+000,3.0000000000002203E-001
0.933,3.3832772761073646E+000,3.3851754320453096E+000,3.3861542960147060E+000,3.3000000000002183E-001
0.936,3.3645170920032439E+000,3.3664152479411888E+000,3.3673941119105852E+000,3.6000000000002164E-001
0.939,3.3453425647897830E+000,3.3472407207277279E+000,3.3482195846971243E+000,3.9000000000002188E-001
0.942,3.3258351282200289E+000,3.3277332841579739E+000,3.3287121481273703E+000,4.2000000000002258E-001
